-0.0077973-0.039679i,-0.013003-0.043353i,0.00071713-0.046035i,-0.027854-0.026996i,-0.02054+0.014035i,-0.033152-0.030721i,-0.06039-0.059476i,-0.022735-0.071702i,-0.034532-0.050574i,0.0017638+0.015172i,-0.0069281+0.010674i,-0.014451+0.013461i,0.002013+0.015749i,-0.0037729-0.0034678i,0.00085523+0.0062155i,0.0015824+0.037545i,0.020123+0.057657i,0.00099316-0.00025967i,-0.004697-0.0081467i,0.00805+0.0044907i,0.0016527+0.0009397i,-0.00097063+0.0034758i,5.6025e-05-0.0013435i,-0.035899-0.0089459i,-0.0023659-0.0072242i,-7.8584e-05+0.0045061i,0.004976+9.8157e-05i,0.00020842+0.00076344i,-0.00011723-0.0011349i,8.1211e-05-0.0027682i,-0.0012022-0.0057577i,-0.0024143-0.0039847i,-0.00055308-0.0074291i,0.0033637-0.0010553i,0.0030579-0.0025531i,-0.00090415+0.034032i,0.0062762-0.0042894i,0.0033687-0.0022327i,0.0047662-0.00021519i,-0.013433-0.0044011i,6.1182e-05+0.00043095i,0.010023-0.00091841i,0.0061297-9.4726e-05i,-0.0036288+0.0039026i,0.0036433+0.0018093i,-0.0026391+0.0071123i,0.012744-0.087881i,-0.0075368-0.048679i,-0.025464-0.039281i,-0.020601-0.041698i,0.062011-0.018933i,0.0264-0.062095i,0.03795-0.045742i,0.029317-0.05732i,0.018837-0.01568i,0.0085715+0.0096938i,0.023626-0.032642i,-0.0074934-0.0045088i,0.002317-0.0029842i,-0.0047911-0.0061512i,0.00070482-0.031468i,-0.023348+0.03149i,0.0077336-0.010554i,-0.011115-0.0014319i,-0.005362-0.0010677i,-0.0013989-0.013767i,-0.010177+0.0043475i,0.0039094+0.0080437i,-0.01053+0.030706i,0.0056913+0.0076169i,-0.0052185-0.0013103i,-0.001821-0.0017809i,-0.011271-0.007329i,0.00060417-0.003554i,-0.034983+0.0052832i,0.0022034-0.012576i,-0.0089322-0.001862i,-0.0064979-0.0027136i,0.0066195+0.0013402i,-0.0094792+0.00174i,0.0011814+0.00077108i,0.005433+0.0087259i,0.0043056+0.00029403i,-0.0089248-0.009788i,0.0028585+0.0084115i,-0.019111+0.0065605i,0.0065744+0.0025023i,-0.029176-0.0083111i,-0.033872+0.0032779i,0.024574-0.079251i,0.012154-0.010425i,-0.043593-0.026629i,-0.023556-0.0035843i,0.018197+0.012577i,-0.026434+0.012472i,-0.012079-0.0086152i
-0.0068253-0.0089016i,-0.030821+0.0070964i,-0.012725+0.023444i,-0.00038359+0.012736i,0.0036743+0.0096122i,0.00071897+0.010878i,-0.0089338+0.019138i,-0.025772+0.014226i,-0.017613+0.017705i,-0.0011734+0.0023598i,-0.0011733-0.0016575i,-0.00049832+0.0022364i,-0.0025873+0.0014832i,0.0017346+0.0012374i,-0.00054256+0.0006828i,-0.0010581+0.0018341i,0.0014233+0.00081065i,-0.0030174+0.00033568i,0.00016598-0.00089974i,-0.0013885+0.0014282i,-1.3574e-05+0.00046535i,0.00036441+0.0012267i,-0.00088221+0.00060124i,0.001314+0.0041105i,0.0020169-9.2652e-05i,0.00048206+0.00096907i,-0.00064681+0.00084759i,-0.0010794-2.908e-05i,-0.0013519+0.00037123i,-0.0010051+0.0012783i,0.00028846-0.00154i,-0.00043311-0.00064133i,0.00013942-0.0010448i,0.0005591-0.0012641i,-0.00028067-0.00081117i,0.0022722+0.0037589i,0.002173+0.0016037i,-0.00032856+0.0002626i,0.0012297+0.0010199i,0.00094869-0.0037037i,1.1021e-05+0.0018239i,0.00081235+0.0011498i,-0.00059016+0.0013642i,-0.0013277+0.0011139i,-0.012331-0.0063614i,-0.014779-0.022958i,-0.01536-0.02738i,-0.015835-0.0094132i,-0.026041-0.021977i,-0.018378-0.0095907i,-0.022323-0.00012217i,-0.039705+0.011042i,-0.00025681-0.019611i,-0.0090937-0.015238i,0.012418+0.0038928i,0.00088909+0.0008478i,0.0032079-0.0013818i,0.0034634+0.00018128i,0.00049494-0.0020108i,0.00019043+0.0099833i,0.0038578-0.00025367i,0.0012369+0.003961i,-0.002268-0.00096397i,-0.0016154-0.00015075i,0.0009527+0.00028602i,-0.0018125-0.00078738i,-0.00098331-0.0025743i,0.0025028+0.0034375i,-0.00459-0.0044906i,-0.0050363+0.00020258i,-0.0025454+0.0016851i,0.0012131+0.0014698i,-0.00031025+0.00071676i,0.0019063+0.00082933i,-0.0063348+0.0020469i,0.001037-0.0040615i,0.0004931+0.0019847i,-0.0028561+0.00070952i,0.0013122+0.00067402i,0.0047023+0.0013628i,0.0013627+0.0012307i,-0.0017635+0.00096995i,-0.00096721+0.00012159i,0.0030747+0.002728i,-0.00018862-7.5682e-05i,-0.002572+0.0027835i,0.0013555+0.0019618i,0.0040345-0.00091796i,0.0019168-0.00035908i,-0.019384-0.023196i,0.0050177-0.011994i,0.00016336+0.00040324i,0.0073217+0.014473i,0.00010876-0.0073772i,0.0024585-0.00080189i,-0.0023613+0.010248i
-0.0084227-0.0081687i,-0.028681+0.011818i,-0.0081054+0.02325i,0.0019062+0.011232i,0.0044066+0.008354i,0.0016388+0.010014i,-0.0059822+0.019773i,-0.023015+0.016759i,-0.014247+0.019484i,-0.00062407+0.0026952i,-0.0019515-0.00081866i,0.00068057+0.0024308i,-0.0016593+0.0019898i,0.0024713+0.00044914i,-1.355e-05+0.00089986i,-0.00068229+0.0020831i,0.0018267+0.00058025i,-0.0028558+0.0014499i,-0.00036275-0.00078568i,-0.00075822+0.0019537i,-6.8993e-06+0.00045635i,0.00083183+0.00091625i,-0.00069977+0.0010041i,0.0022272+0.0039471i,0.002123-0.00053307i,0.00081787+0.00070045i,-0.00023233+0.0011189i,-0.0010251+0.00040792i,-0.00087215+0.00068267i,-0.00041985+0.0013777i,-8.9089e-05-0.0016605i,-0.00077918-0.00022402i,-0.00019273-0.00098346i,-0.00011928-0.0013884i,-0.00048199-0.0005452i,0.0032179+0.003068i,0.0025966+0.00065344i,-0.0002218+0.00043285i,0.0014721+0.00024333i,-0.00041375-0.0037357i,0.00066874+0.0018022i,0.0012179+0.00058934i,-2.0819e-05+0.0014387i,-0.0010772+0.0014909i,-0.014596-0.0050979i,-0.018213-0.022152i,-0.017677-0.027289i,-0.016668-0.0082193i,-0.029439-0.019872i,-0.018375-0.0087222i,-0.019672+0.00043915i,-0.036022+0.01459i,-0.0023654-0.022458i,-0.009603-0.015563i,0.012809+0.00016129i,0.0010792+0.0011013i,0.0032625-0.00081414i,0.0031574-0.00045425i,-0.00043933-0.002319i,0.0040972+0.010674i,0.0031193-0.00047059i,0.0030909+0.0035138i,-0.0024809-0.0010375i,-0.0017945+0.00088187i,0.0012613+0.00012975i,-0.0021041-0.00086544i,-0.00099375-0.0027337i,0.0034799+0.0012609i,-0.0056852-0.0022412i,-0.0055996+0.0018688i,-0.0015633+0.0027376i,0.0011718+0.00090251i,-0.00032262+0.0010216i,0.0015441+0.00031217i,-0.0048111+0.0045586i,-0.00049117-0.0039623i,0.00090241+0.0016662i,-0.0019681+0.0022894i,0.0013047+0.00057987i,0.0050466+0.00020623i,0.0010858+0.00062308i,-0.0014675+0.0018181i,-0.0011551+0.00057575i,0.0027884+0.0010463i,-0.00032343-0.00021494i,-0.0014785+0.0030482i,0.0022058+0.0014937i,0.0039761-0.0021726i,0.0019172-0.00097171i,-0.021731-0.020157i,-0.00087648-0.011549i,-0.0019542+0.00059089i,0.0090482+0.011262i,-0.00097806-0.0067194i,0.0022215-0.0012059i,-0.0016832+0.010379i
-0.0098335-0.0069363i,-0.025364+0.01582i,-0.0043248+0.022286i,0.0032665+0.0089809i,0.0048058+0.0071457i,0.0023351+0.0092448i,-0.0030256+0.019867i,-0.020528+0.018901i,-0.010972+0.020344i,0.00017179+0.002793i,-0.0020236+0.00027134i,0.0017591+0.0017854i,-0.00070729+0.0021677i,0.0024414-0.00063979i,0.00057446+0.00072532i,-0.00010281+0.0022398i,0.0024923+0.00011253i,-0.0021578+0.0024279i,-0.00048167-0.00057497i,5.3976e-05+0.0019838i,2.1617e-05+0.00062743i,0.00097832+0.00053888i,-0.00037416+0.0013698i,0.0031511+0.003362i,0.0020501-0.0013215i,0.0010463+0.00028326i,0.00031397+0.0011034i,-0.00077495+0.00080274i,-0.00057784+0.00069339i,8.7599e-05+0.0012501i,-0.00062132-0.0016255i,-0.00075492+0.00026168i,-0.00060907-0.00085828i,-0.00076446-0.0011701i,-0.00060255-0.00028368i,0.0039707+0.002313i,0.002563-0.00030648i,2.3665e-05+0.00046062i,0.0012936-0.00035188i,-0.001583-0.0030493i,0.0011721+0.001497i,0.0011547-5.3662e-05i,0.00040359+0.0013322i,-0.00046012+0.0016988i,-0.016411-0.0030723i,-0.021702-0.019965i,-0.021242-0.026345i,-0.017433-0.0064827i,-0.032867-0.016724i,-0.018932-0.0085485i,-0.017711+4.6979e-05i,-0.032499+0.017014i,-0.0056133-0.02389i,-0.011061-0.016165i,0.011638-0.0029044i,0.0016293+0.0011364i,0.0039094-0.00086017i,0.0024799-0.0010602i,-0.0015675-0.0016756i,0.0082571+0.0095391i,0.0026468-0.00032385i,0.0041956+0.0021395i,-0.0030308-0.00057434i,-0.0010462+0.001917i,0.0011544-0.00036678i,-0.0027262-0.00063828i,-0.0014812-0.0031792i,0.0027931-0.00059284i,-0.0054572-0.00016064i,-0.0048855+0.0040032i,-6.723e-05+0.0030012i,0.00090523+0.00079473i,-0.00018673+0.001121i,0.0012854+0.00023217i,-0.0025138+0.0056876i,-0.0020139-0.0032378i,0.001061+0.0015934i,-0.00052026+0.0030404i,0.001293+0.000499i,0.0045668-0.0011597i,0.0008592+0.00078911i,-0.00074336+0.0024923i,-0.00080688+0.00092562i,0.001836+0.0001669i,-0.00067517-5.6686e-05i,-0.00010858+0.0028019i,0.0028507+0.00062023i,0.0032543-0.0029711i,0.0012656-0.0016205i,-0.023406-0.017146i,-0.0061785-0.0089769i,-0.0041387+0.001775i,0.0091936+0.0077586i,-0.0021409-0.0055557i,0.0017735-0.0012345i,-0.0012329+0.010813i
-0.011062-0.0054364i,-0.021429+0.018385i,-0.0010348+0.020818i,0.0035072+0.0068355i,0.0049377+0.0059197i,0.0030721+0.0086106i,-0.00024519+0.019277i,-0.017832+0.021126i,-0.0078415+0.020419i,0.0010003+0.0025159i,-0.0015674+0.0011085i,0.0021101+0.00080723i,9.3459e-05+0.0020007i,0.0020479-0.0013587i,0.00088508+0.00036683i,0.00057893+0.002196i,0.002883-0.00082868i,-0.0011708+0.0029938i,-0.00067057-0.00066446i,0.00070294+0.001674i,0.00025487+0.00092914i,0.00094353+0.0002769i,0.00018432+0.0015759i,0.0039586+0.0024182i,0.0015316-0.0021047i,0.0010643-0.00024232i,0.00073332+0.00085458i,-0.0003659+0.0010914i,-0.00036799+0.0006571i,0.00050067+0.00096435i,-0.0011777-0.0013729i,-0.00054516+0.00059985i,-0.00089215-0.00049275i,-0.0012303-0.00065674i,-0.00058228+1.9056e-05i,0.0046448+0.0014202i,0.002219-0.0010979i,0.00018034+0.00035134i,0.0010075-0.0007213i,-0.0021567-0.0020636i,0.0015199+0.0010846i,0.00080653-0.00041851i,0.00068182+0.0011163i,0.00010509+0.0014989i,-0.017672-0.00050278i,-0.024416-0.016864i,-0.02489-0.023918i,-0.017658-0.0046893i,-0.035165-0.012552i,-0.020218-0.007882i,-0.016687-0.001168i,-0.029098+0.018761i,-0.0088418-0.024215i,-0.013459-0.016318i,0.0097189-0.0047953i,0.0021581+0.00078145i,0.0044861-0.0016638i,0.001502-0.0011407i,-0.001957-0.00044103i,0.011862+0.0066757i,0.0028278-0.00021566i,0.0044747+0.00066603i,-0.0032471+0.00024248i,0.00024367+0.002227i,0.00081349-0.00042867i,-0.003148-3.9781e-05i,-0.0025849-0.003561i,0.001645-0.0014756i,-0.0047072+0.0012535i,-0.0031024+0.0053624i,0.0011144+0.0024285i,0.0009719+0.0011004i,-0.00010988+0.0014188i,0.0012107-0.00010044i,-0.00012418+0.0056019i,-0.0029136-0.0016287i,0.001502+0.0016256i,0.00080672+0.0028405i,0.001195+0.00024941i,0.0038113-0.0023404i,0.0012921+0.0010336i,0.00018676+0.0027912i,-0.00078556+0.00097531i,0.0009285-4.738e-05i,-0.00063309+0.00035354i,0.00070862+0.0018614i,0.0031337-0.00049188i,0.0023279-0.0036423i,0.00036213-0.0016513i,-0.024387-0.014248i,-0.0096514-0.0048027i,-0.0056187+0.0037393i,0.0077092+0.0049401i,-0.0025941-0.0042073i,0.001493-0.0010161i,-0.0002172+0.011573i
-0.011834-0.0036197i,-0.017936+0.019841i,0.0014119+0.018971i,0.0030084+0.0052119i,0.0048372+0.0047642i,0.0040035+0.0077397i,0.0020186+0.018323i,-0.01446+0.023034i,-0.0053573+0.020186i,0.0016287+0.0020161i,-0.00080101+0.0016505i,0.0020437+0.00012104i,0.00075834+0.0015391i,0.0015102-0.0019315i,0.0010712-6.1095e-05i,0.0012014+0.0017598i,0.0028399-0.0020042i,-0.00012462+0.0031502i,-0.001139-0.00052406i,0.0010684+0.0012207i,0.00077571+0.00095117i,0.00095129+2.3014e-05i,0.00074622+0.0014564i,0.0044933+0.0012103i,0.0007805-0.002601i,0.00075837-0.00082574i,0.00096381+0.00047946i,8.5108e-05+0.0010559i,-0.00014386+0.00056712i,0.00063719+0.00050316i,-0.001684-0.00095941i,-0.00022311+0.00070982i,-0.00092885-9.2655e-05i,-0.0013425-1.4216e-05i,-0.00044557+0.0002297i,0.0052636+0.00040495i,0.0017394-0.0016871i,0.00027239+0.00017992i,0.00077687-0.00094269i,-0.0021592-0.001065i,0.0017948+0.00059432i,0.00038744-0.00045712i,0.00093938+0.00080031i,0.0003001+0.0012683i,-0.018317+0.0022729i,-0.025981-0.01332i,-0.027582-0.020467i,-0.017454-0.0033527i,-0.036658-0.0081954i,-0.021519-0.0064414i,-0.017114-0.002277i,-0.025912+0.019848i,-0.011633-0.023909i,-0.015711-0.015877i,0.0080623-0.0057916i,0.0025234+0.00024452i,0.0046186-0.0032263i,0.00068234-0.00072412i,-0.0018169+0.00086789i,0.014161+0.0025789i,0.0029745-0.00057841i,0.0039645-0.00085255i,-0.0031611+0.0010003i,0.0013985+0.0016952i,0.00098559-0.00022583i,-0.003386+0.00079007i,-0.0039663-0.0034386i,0.00065707-0.0018739i,-0.0039243+0.002233i,-0.0012634+0.0058774i,0.0019107+0.0016065i,0.001659+0.0011551i,0.00030652+0.0016851i,0.00066628-0.0002902i,0.0018222+0.0048234i,-0.0026321+1.4772e-05i,0.0020986+0.0013495i,0.0017594+0.0021773i,0.0010767+0.00018735i,0.0026496-0.0031628i,0.0017745+0.00058709i,0.0012419+0.0027507i,-0.00063216+0.0013787i,0.00026485+0.00026053i,-0.0005492+0.00059526i,0.00062718+0.00093463i,0.0031034-0.0018395i,0.0011826-0.0039861i,-0.00023254-0.0012959i,-0.024937-0.01161i,-0.011014-0.00041658i,-0.0061855+0.0061723i,0.0053543+0.0034779i,-0.0025061-0.0029695i,0.001639-0.0007776i,0.0011384+0.01189i
-0.011963-0.0017676i,-0.014796+0.020888i,0.003327+0.016929i,0.00213+0.004335i,0.0043913+0.0037728i,0.0047277+0.006602i,0.0040469+0.017212i,-0.010875+0.024064i,-0.00332+0.019971i,0.0021211+0.0013605i,6.865e-05+0.0016286i,0.0018874-0.0003791i,0.0011523+0.00090308i,0.00066552-0.0022402i,0.0010086-0.00046679i,0.0016325+0.0011503i,0.0023402-0.0032045i,0.00084963+0.0029772i,-0.0013422+2.613e-05i,0.0013093+0.00084817i,0.0011514+0.00063594i,0.00077171-0.00013593i,0.0011966+0.0010886i,0.004579-0.0003124i,-0.00021823-0.0028096i,0.00019008-0.00089918i,0.0010562+4.0065e-05i,0.00043126+0.0010068i,-9.4566e-05+0.00036397i,0.00047567+8.8316e-05i,-0.001972-0.00032781i,3.3649e-05+0.00071614i,-0.00090832+0.00014093i,-0.0012172+0.00052609i,-0.00026434+0.00022636i,0.005568-0.00090138i,0.0012301-0.0022412i,0.00030007+2.6132e-05i,0.0004119-0.0012055i,-0.0018626-0.00050529i,0.0018462-1.7634e-05i,0.00024075-0.00027424i,0.00097992+0.00047647i,0.00052214+0.0012753i,-0.018276+0.0051227i,-0.026546-0.0099915i,-0.029076-0.016265i,-0.017624-0.0021399i,-0.03719-0.003699i,-0.02209-0.0045811i,-0.018423-0.0025863i,-0.023572+0.020524i,-0.014433-0.02323i,-0.017988-0.014689i,0.0066366-0.0064355i,0.0025497-0.00056746i,0.0034447-0.0050566i,9.5133e-05+1.3118e-05i,-0.0011838+0.0020607i,0.014881-0.0024422i,0.0030507-0.0009909i,0.0024152-0.0016462i,-0.0026984+0.0017613i,0.0022628+0.0007456i,0.0015005-0.00067345i,-0.0032489+0.0018671i,-0.0054598-0.002576i,-0.00028398-0.0019959i,-0.0030568+0.0030125i,0.00052671+0.0057424i,0.0021462+0.00037227i,0.0021652+0.00057341i,0.0007771+0.0017008i,8.656e-05+3.56e-05i,0.0030785+0.0034057i,-0.0017523+0.0010172i,0.002393+0.00091453i,0.0022188+0.0014383i,0.00097426+8.7152e-05i,0.0010882-0.0033969i,0.0020862-2.2764e-05i,0.0019751+0.0023447i,-0.00010639+0.0015674i,-4.3208e-05+0.00081013i,-0.00038747+0.0008972i,0.00026542+0.00046128i,0.0023298-0.003281i,0.00013418-0.0036329i,-0.00071365-0.00097866i,-0.025292-0.0090198i,-0.011171+0.0035116i,-0.005723+0.0089426i,0.002953+0.0035041i,-0.0018776-0.0019212i,0.0019961-0.00077767i,0.0025205+0.011924i
-0.011872-0.00041183i,-0.011824+0.021697i,0.0043435+0.015062i,0.0014155+0.0041476i,0.0037747+0.0031897i,0.005136+0.0054329i,0.005691+0.016068i,-0.0070388+0.024504i,-0.0010512+0.019815i,0.0022685+0.00055588i,0.00062409+0.0012956i,0.0016731-0.00076074i,0.0013453+0.00037203i,-0.0001948-0.0019671i,0.00080396-0.00074434i,0.001842+0.00048224i,0.0011477-0.0042094i,0.0016549+0.0024758i,-0.0012687+0.00047775i,0.0015034+0.00047946i,0.0014895+0.00013277i,0.0007072-0.00014237i,0.001439+0.00058392i,0.0040022-0.001716i,-0.0012635-0.0026406i,-9.6721e-05-0.00063286i,0.00094593-0.00037887i,0.00072702+0.00079337i,-0.00021215+0.00036683i,0.00018305-3.9835e-05i,-0.0019845+0.00044541i,0.00017276+0.00062367i,-0.00087938+0.00044757i,-0.00095529+0.0010234i,-0.0001642+0.00017325i,0.0054988-0.0023724i,0.00041452-0.0026534i,0.00028083-0.00012336i,-2.4918e-05-0.001471i,-0.0016304-0.00034933i,0.0015896-0.00058026i,0.00034306-0.00015831i,0.00095247+0.00035273i,0.00091578+0.0012056i,-0.017628+0.0077883i,-0.02671-0.00746i,-0.028866-0.012333i,-0.01777-0.00056924i,-0.036874+0.00078991i,-0.022411-0.0029612i,-0.020272-0.0019036i,-0.0216+0.021566i,-0.016142-0.022036i,-0.019805-0.01308i,0.0052365-0.0068761i,0.0019437-0.0012486i,0.0011664-0.0058293i,0.00010064+0.00089307i,0.00030746+0.0031584i,0.012988-0.0075991i,0.0031794-0.0016046i,0.00080211-0.0012903i,-0.0019449+0.0020607i,0.0025807-0.00078275i,0.0013579-0.0015597i,-0.0026065+0.0029545i,-0.0065389-0.00094698i,-0.0013011-0.001412i,-0.001821+0.0035873i,0.001863+0.0050906i,0.0014899-0.00060953i,0.0024134-0.00013334i,0.0013291+0.0014416i,9.7941e-06+0.00055219i,0.0034848+0.0021168i,-0.00068244+0.0013882i,0.0026788+0.00046714i,0.0024776+0.000707i,0.00098964+3.8351e-05i,-0.00023545-0.0026754i,0.0021601-0.00083873i,0.0028018+0.0017004i,0.00061866+0.0011568i,0.00021487+0.0014168i,0.00013873+0.001263i,-9.2252e-05+0.00036475i,0.00073887-0.0040644i,-0.0006894-0.0031147i,-0.0011293-0.00047015i,-0.025218-0.0070063i,-0.010356+0.0071066i,-0.0040499+0.011067i,0.0015075+0.0049837i,-0.0010584-0.001752i,0.002131-0.0012686i,0.0040223+0.011656i
-0.011979+0.0008001i,-0.0088771+0.022366i,0.0050886+0.013678i,0.0012382+0.0041945i,0.0033435+0.0030373i,0.0054563+0.0042057i,0.0072551+0.014952i,-0.0033664+0.02395i,0.0015236+0.019477i,0.0020597-0.00014375i,0.0008911+0.0009748i,0.0014673-0.0010492i,0.0014917-0.00026959i,-0.00046691-0.0013646i,0.00062646-0.00092496i,0.0017487-0.00021904i,-0.00037067-0.0044368i,0.0021795+0.0017664i,-0.0011226+0.000859i,0.001689+4.0324e-05i,0.0014475-0.00061944i,0.00075602-0.00021368i,0.0014095+8.5394e-05i,0.0029051-0.0025725i,-0.0020605-0.0019617i,-6.5031e-05-0.00037858i,0.00062981-0.00072743i,0.0008191+0.00040797i,-0.00010082+0.00052255i,-4.4459e-05+0.00016509i,-0.0016659+0.0011003i,0.00031419+0.0005365i,-0.00074492+0.00085168i,-0.00047067+0.0013006i,-6.5256e-05+0.00016719i,0.004857-0.0039614i,-0.00064711-0.0027146i,0.00018078-0.00025244i,-0.00070592-0.0013739i,-0.0017959-0.00025732i,0.0011884-0.0009734i,0.00038802-0.00028903i,0.0012068+0.00026341i,0.0012802+0.00093186i,-0.016372+0.010263i,-0.026926-0.0052387i,-0.027807-0.009665i,-0.017312+0.0011025i,-0.035387+0.0046535i,-0.022177-0.001113i,-0.021817-6.0157e-06i,-0.01922+0.023047i,-0.017891-0.021491i,-0.021272-0.011883i,0.0041279-0.0073724i,0.001108-0.0013914i,-0.0011581-0.0050902i,0.00058098+0.0015977i,0.0024355+0.0029928i,0.0089636-0.01106i,0.0027303-0.0025817i,6.7661e-05+0.00017701i,-0.0013783+0.0019643i,0.0018837-0.0021249i,0.00089289-0.0021046i,-0.0013852+0.0035265i,-0.0070839+0.0011778i,-0.0015165-0.00057258i,-0.00051444+0.0035817i,0.0028433+0.0042603i,0.00062158-0.00091604i,0.0025347-0.00099028i,0.0017291+0.0010143i,0.00014034+0.00086993i,0.0035787+0.0012424i,0.00042295+0.0012861i,0.002982-0.00034441i,0.0026069+1.1741e-05i,0.00088475-0.00013858i,-0.00061039-0.0015864i,0.0016323-0.0017572i,0.0032943+0.00056856i,0.00054936+0.00054548i,0.00087852+0.0017043i,0.00080095+0.0012044i,-0.00019216+0.00052293i,-0.00067456-0.0037231i,-0.001505-0.0024818i,-0.0014152+0.0002828i,-0.025214-0.0052045i,-0.008472+0.0094128i,-0.0018569+0.011889i,0.0014213+0.0068316i,-0.0011665-0.002278i,0.0018937-0.0016184i,0.0056613+0.011025i
-0.012061+0.0022466i,-0.0057845+0.02281i,0.0059128+0.012568i,0.0013403+0.0041029i,0.0032711+0.0028158i,0.0055964+0.0027219i,0.0089274+0.013788i,-0.00030713+0.022671i,0.0041331+0.018336i,0.0016398-0.00056118i,0.001042+0.00068028i,0.001252-0.0012886i,0.0013706-0.0011081i,-0.00048077-0.0010237i,0.00038325-0.0011056i,0.0014356-0.00070998i,-0.0016923-0.0039757i,0.0024235+0.00098882i,-0.00082644+0.0013142i,0.001732-0.00053841i,0.00089955-0.0011781i,0.00079144-0.00036375i,0.0012222-0.0002779i,0.0019422-0.0026443i,-0.0023561-0.0010436i,0.00012846-0.00036817i,0.00018665-0.00095517i,0.00064825+2.3541e-05i,0.00014713+0.00051107i,-1.2392e-05+0.00041039i,-0.0011459+0.0015416i,0.00051839+0.00041269i,-0.00035255+0.0011635i,5.1595e-05+0.0013258i,5.9214e-05+0.00016494i,0.0035591-0.0053222i,-0.0015871-0.0022757i,4.6921e-05-0.00028466i,-0.001149-0.00089494i,-0.0020903+0.00024832i,0.00073012-0.0011116i,0.00027828-0.00045363i,0.0016341+5.1276e-05i,0.0015543+0.00045793i,-0.01498+0.01229i,-0.027341-0.0030387i,-0.02694-0.0080718i,-0.01646+0.0024351i,-0.033534+0.007778i,-0.021325+5.2707e-05i,-0.022346+0.0028678i,-0.016253+0.024297i,-0.019772-0.020724i,-0.023267-0.010471i,0.0028456-0.0079843i,0.00028693-0.0010359i,-0.0026585-0.0035428i,0.00124+0.0017444i,0.0039136+0.0018709i,0.0041674-0.012138i,0.0014249-0.0030248i,0.00040811+0.0015892i,-0.0012111+0.0017958i,0.00079376-0.0028172i,0.00028837-0.0025964i,-0.00021644+0.003466i,-0.0064194+0.003482i,-0.0012866+4.8389e-05i,0.0005569+0.0032257i,0.0036608+0.0035198i,3.3993e-05-0.00083237i,0.0020876-0.0020978i,0.001761+0.00021361i,0.00060532+0.0014591i,0.0035133+0.00050352i,0.0012336+0.00042279i,0.0028178-0.0014004i,0.002521-0.00078825i,0.00093079-9.5382e-05i,-0.00041496-0.00058832i,0.00026917-0.0024013i,0.0029367-0.00052465i,0.00013239+0.00031472i,0.0015467+0.0014922i,0.0014605+0.00072846i,-0.00018657+0.00052047i,-0.0014749-0.0031418i,-0.0019181-0.0011839i,-0.0011883+0.0012248i,-0.025458-0.0033993i,-0.0071262+0.0107i,-0.00034833+0.01176i,0.0023548+0.0078455i,-0.0017794-0.0022076i,0.0015595-0.0019504i,0.0069596+0.0096344i
-0.011804+0.0039456i,-0.0025059+0.022822i,0.0068069+0.011391i,0.0015404+0.0038332i,0.0031753+0.0023963i,0.0052144+0.0011983i,0.01065+0.012185i,0.0020252+0.021252i,0.0062833+0.016537i,0.0012182-0.00068294i,0.0009289+0.0004786i,0.0010517-0.0014887i,0.0007719-0.001784i,-0.00041504-0.00075539i,6.6428e-05-0.0011304i,0.0011457-0.00083855i,-0.0024219-0.0032037i,0.002328+0.00034189i,-0.00028713+0.0016322i,0.0015323-0.0010905i,0.00019458-0.001223i,0.00078878-0.00048224i,0.0010447-0.00054197i,0.0014762-0.0026203i,-0.0022872-0.00031069i,0.00023389-0.00047702i,-0.00026775-0.00093447i,0.00037096-7.2929e-05i,0.00030321+0.00037473i,0.00025801+0.00051117i,-0.00056108+0.0017832i,0.00067148+0.0003027i,7.6481e-05+0.0012243i,0.00047597+0.0011506i,8.1348e-05+0.00010553i,0.0016466-0.0063682i,-0.0021602-0.0015291i,-8.5328e-05-0.00025569i,-0.0013028-0.0004418i,-0.0020989+0.00090333i,0.00030406-0.0011608i,0.00010819-0.00051208i,0.0018079-0.00046891i,0.0016641+2.3652e-05i,-0.013042+0.014149i,-0.027884-0.00041584i,-0.026334-0.0066978i,-0.015629+0.0036387i,-0.031629+0.010142i,-0.020672+0.00052727i,-0.021605+0.0056925i,-0.012735+0.024751i,-0.021767-0.019763i,-0.025287-0.0080294i,0.00094049-0.0083938i,-0.00033506-0.00033827i,-0.0032855-0.0013781i,0.0017335+0.001594i,0.0049525+0.00051469i,0.0001339-0.011042i,0.00040176-0.0022981i,0.0015937+0.0024984i,-0.0011772+0.0018843i,6.6175e-05-0.0028742i,-0.00057523-0.0029638i,0.00089072+0.0030323i,-0.0053688+0.0049171i,-0.0012691+0.00033123i,0.0015656+0.0025412i,0.0044096+0.0025455i,-0.00054006-0.00063628i,0.00074961-0.0027438i,0.0011497-0.00036534i,0.0015688+0.0013967i,0.0031437-0.00020115i,0.00078271-0.000698i,0.0018778-0.0022046i,0.0018874-0.0015578i,0.0010266-0.0002697i,0.00011092-0.00020398i,-0.0010654-0.0017583i,0.0023347-0.0011597i,-0.00026389+0.00048801i,0.0019539+0.0010308i,0.0018389-4.313e-05i,2.235e-05+0.00034938i,-0.0021123-0.0026322i,-0.0014687+6.2633e-05i,-0.00071648+0.0018096i,-0.025553-0.0013381i,-0.0060694+0.012588i,0.00043095+0.011601i,0.0035332+0.0082112i,-0.0023883-0.0015198i,0.0010098-0.0020412i,0.0075891+0.0079834i
