-0.02372-0.038475i,-0.012331-0.048983i,-0.017908-0.044472i,-0.030972-0.035004i,-0.029862-0.015811i,-0.050312-0.027512i,-0.057804-0.024965i,-0.044264-0.036608i,-0.029976-0.036492i,0.0074369+0.012703i,-0.0049365+0.015444i,-0.0048888+0.014075i,0.0097359+0.021725i,0.00035519+0.0042582i,0.0033568+0.0032984i,0.006826+0.017907i,0.025977+0.03861i,-0.0027395-0.00080428i,-0.0041646-0.0060601i,0.0078529+0.0016809i,-0.00024347-0.00080872i,-0.0009379+0.0014871i,0.00017496-0.00019619i,-0.030983-0.0026689i,-0.0013352-0.0057332i,0.0017731+0.004584i,0.0038079-0.00051321i,-0.0005587+0.00081132i,0.0005942-0.00060953i,-0.00063992-0.002504i,-0.0017805-0.0062557i,-0.0044675-0.0041331i,-0.0018001-0.0048795i,0.0022315-0.00062132i,0.0022351-0.0029725i,0.0023241+0.025767i,0.0018085-0.0028582i,0.0027913+0.00065751i,0.0060109+0.0011834i,-0.010569-0.0041328i,-0.0030565+0.00065976i,0.0064703+0.0016119i,0.0052778-0.00011985i,-0.0033542+0.0054306i,0.0011762-0.0082893i,-0.011068+0.017129i,0.035345-0.090964i,0.011935-0.07015i,-0.015838-0.060288i,-0.016578-0.055246i,0.039584-0.045874i,0.017-0.062555i,0.034268-0.055764i,0.029088-0.060473i,0.015677-0.013757i,0.0050118+0.016676i,0.016549-0.026521i,-0.011457+0.0053706i,-0.00024347+0.0055486i,-0.0047454-0.0015285i,-0.0026472-0.028857i,-0.02377+0.032275i,0.010474-0.011103i,-0.013039-0.0026606i,-0.00019786-0.0050804i,-0.0012451-0.016154i,-0.0075111+0.0046542i,0.0052001+0.0066069i,-0.0085076+0.031105i,0.0050836+0.0059766i,-0.0052085-0.00062369i,-0.0033503-0.0004404i,-0.012864-0.0079562i,-0.00060059-0.0043877i,-0.02987+0.0067424i,-0.00016872-0.0097396i,-0.0096287-0.0018543i,-0.0064881-0.0026836i,0.0072863+0.0027685i,-0.0076683+0.0014283i,-0.00023211+0.00049489i,0.005834+0.010703i,0.0040978+0.0011989i,-0.0090725-0.010119i,0.0033052+0.008189i,-0.021603+0.006412i,0.0079568+0.00068088i,-0.029074-0.0038986i,-0.041868+0.0023737i,0.018681-0.096035i,-0.0017751-0.012128i,-0.053226-0.021705i,-0.023054+0.00035721i,0.017603+0.011145i,-0.024569+0.013733i,-0.018126-0.012482i
-0.012342+0.012519i,-0.035893+0.0085134i,-0.01645+0.020412i,-0.013514+0.016689i,-0.0059584+0.025206i,0.003238+0.012464i,0.0037438+0.012348i,-0.00062357+0.018579i,-0.012413+0.016185i,-0.001097+0.0021424i,-6.3843e-05-0.00086778i,-0.00067191+0.001652i,-0.0020713+0.0012417i,0.0026762+0.00068885i,0.00048066+0.00055098i,0.00063942+0.0015184i,0.00056891+0.0017097i,-0.0018055+0.0007523i,-0.00070507-8.517e-05i,-0.00070828+0.0019051i,4.952e-05+0.00074384i,0.0010313+0.0010594i,0.00025343+0.00046693i,0.001374+0.0034909i,-0.00022509-0.00073844i,-0.00035861+0.00052016i,-0.0012156+0.00054779i,-0.00084868+0.00038756i,-0.00049209-0.00010524i,-0.00037784+0.0012124i,-0.00016294-0.0014727i,-0.00012794+0.00015906i,-0.00055373-0.00012557i,7.2606e-05-0.00099222i,5.2481e-05-0.00047539i,0.0026496+0.0031828i,0.0005738+0.00064318i,7.3453e-05+0.00081875i,0.00054079+0.0011391i,0.0019593-0.00069077i,-0.00019084+0.00076516i,0.00065546+0.0012128i,0.00093014+6.6652e-05i,-7.3819e-06+9.6981e-05i,-0.020442+0.00061394i,-0.024588-0.029076i,-0.0093545-0.041809i,-0.02369-0.032407i,-0.026824-0.034593i,-0.024774-0.015652i,-0.028161-0.011262i,-0.0257+0.0087859i,-0.0099733-0.024418i,-0.010295-0.016314i,0.0097739+0.0053882i,0.0042073+0.001795i,0.0041478-0.0024916i,0.0060615-0.0014599i,-6.6944e-05-0.0017002i,-0.0035448+0.0084094i,0.0010911-0.0012683i,0.0021564+0.0042571i,-0.0026283-0.0023667i,-0.0015076-0.00049599i,0.0010508+0.0010911i,-0.0021236-0.0003528i,-0.00072052-0.0017053i,0.00086833+0.0028735i,-0.0038511-0.0035974i,-0.0049653+0.00094806i,-0.0031626+0.0020581i,0.00055571+0.0011285i,-0.0001632-0.00013251i,0.001375+0.0010363i,-0.0045961-0.00056799i,0.0015242-0.0036545i,0.0011738+0.0018643i,-0.0026678+0.0007811i,0.0010242+0.00038582i,0.0047471+0.00071504i,0.0004231+0.0012566i,-0.0020597+0.00030847i,-0.00049629+5.9681e-05i,0.0027912+0.0032811i,-0.001112-0.00065937i,7.1362e-05+0.0032909i,0.00147+0.0026571i,0.0044001-0.00054585i,-0.0011837-0.0012855i,-0.027994-0.036407i,0.0062565-0.0073929i,0.0060508-0.00042641i,0.0097295+0.013188i,0.00052296-0.0094212i,0.0028424-0.0016717i,-0.0019313+0.012062i
-0.010723+0.013559i,-0.033545+0.014197i,-0.012733+0.021525i,-0.010399+0.017395i,-0.002026+0.024604i,0.0042079+0.01127i,0.0051616+0.011013i,0.0020173+0.017023i,-0.0096598+0.017547i,-0.00069398+0.0024844i,-0.00066943-0.00052916i,0.00013107+0.0020113i,-0.0014774+0.0016641i,0.003198-0.00028988i,0.00086148+0.0002432i,0.00092058+0.0012942i,0.0014547+0.0014639i,-0.0015315+0.0013087i,-0.00078976+0.00041702i,8.7325e-05+0.0020824i,6.67e-05+0.00070054i,0.0013272+0.00055082i,0.00019942+0.0004755i,0.0019862+0.0032206i,-0.0004256-0.00034059i,-5.4006e-05+0.00052421i,-0.00078502+0.0010853i,-0.0006+0.00075483i,-0.00031783+0.00010298i,3.6927e-05+0.00098486i,-0.00059391-0.0015035i,-0.00017686+0.00041155i,-0.00051401+0.00018726i,-0.00042333-0.0010095i,-0.00016152-0.0004812i,0.0034908+0.0021193i,0.00077739+0.00031003i,0.00031235+0.0007875i,0.00078997+0.00068335i,0.0015273-0.001125i,0.0001302+0.00089893i,0.0010807+0.00079642i,0.00091927-0.00028147i,-6.3967e-05+0.00028662i,-0.02093+0.0029344i,-0.028833-0.026105i,-0.013965-0.042574i,-0.027356-0.029795i,-0.032202-0.031417i,-0.025493-0.013602i,-0.027389-0.0084503i,-0.022853+0.01019i,-0.01195-0.025122i,-0.011267-0.016269i,0.010426+0.0022458i,0.004422+0.0012525i,0.0040287-0.0020578i,0.0053744-0.002911i,-0.00087604-0.002069i,-0.00023168+0.0097933i,0.00018118-0.00093366i,0.0038201+0.0035847i,-0.0034601-0.0022239i,-0.0018318+0.00038717i,0.0016441+0.00087107i,-0.0022094-0.00021093i,-0.00064339-0.0018528i,0.0022028+0.0017498i,-0.0046517-0.0018037i,-0.005395+0.0025073i,-0.0021488+0.0033667i,0.00049176+0.00090909i,-0.00043684+0.00032977i,0.0012306+0.00055423i,-0.0044014+0.0016214i,0.00022888-0.0039197i,0.001526+0.0011187i,-0.0017644+0.0022936i,0.0010306+0.00033861i,0.0048424-0.00032287i,0.0003817+0.0010577i,-0.0018028+0.0011516i,-0.00070902+4.2466e-05i,0.002679+0.0016185i,-0.0013802-0.00047261i,0.00096279+0.0029038i,0.0023586+0.0020808i,0.0041687-0.002007i,-0.0011399-0.00093499i,-0.031895-0.03254i,0.00037457-0.0069983i,0.0036215-0.00086692i,0.011156+0.0097286i,-0.00081336-0.0087691i,0.0023251-0.0023789i,-0.0012654+0.012127i
-0.008904+0.014588i,-0.029833+0.019115i,-0.0093466+0.021894i,-0.0076107+0.017298i,0.0016526+0.023356i,0.0048975+0.010236i,0.006295+0.0094291i,0.0037451+0.015242i,-0.006679+0.018378i,-3.9241e-05+0.0026765i,-0.00068367+1.5933e-05i,0.0010291+0.0016295i,-0.00082874+0.001964i,0.002981-0.0014139i,0.0010541-0.00029237i,0.0011736+0.0010764i,0.0022992+0.00089953i,-0.00099396+0.0017926i,-0.00038488+0.00080913i,0.00087067+0.0017447i,9.1667e-05+0.00084912i,0.0013327-7.2433e-06i,0.00023395+0.00060958i,0.0026185+0.0026812i,-0.00026164-0.00016251i,0.00021002+0.00035532i,-0.00011394+0.0012644i,-0.00025133+0.00091789i,-0.00016126+0.0001377i,0.00024664+0.00070412i,-0.0011606-0.0013346i,-2.5078e-06+0.00058564i,-0.00049058+0.00039399i,-0.00089307-0.00077989i,-0.00046445-0.0003758i,0.0039176+0.0010341i,0.00074599-5.6063e-05i,0.00065047+0.0006493i,0.00080581+0.00029866i,0.0010837-0.0011785i,0.00041615+0.00081254i,0.0010722+0.00015679i,0.00066612-0.000606i,0.00036063+0.00026646i,-0.020939+0.0057953i,-0.032439-0.021846i,-0.020241-0.042243i,-0.031029-0.026195i,-0.037406-0.02693i,-0.026684-0.012136i,-0.026445-0.0061726i,-0.020492+0.010802i,-0.014691-0.02502i,-0.012884-0.016327i,0.0097643-0.00032576i,0.0047006+0.00061077i,0.0045173-0.0021606i,0.0040653-0.0041559i,-0.0020398-0.001582i,0.0034093+0.0097082i,-0.00022386-7.2164e-05i,0.0047886+0.002291i,-0.0044457-0.0013866i,-0.0012668+0.0012474i,0.0019256+0.00019518i,-0.0024468+0.00013022i,-0.00097779-0.002214i,0.0022413+0.00044649i,-0.0044909-0.00013877i,-0.0046002+0.0047196i,-0.0006279+0.0038676i,0.00034775+0.0010388i,-0.00045598+0.00058951i,0.001205+0.00049199i,-0.0033425+0.0030544i,-0.0013809-0.0037311i,0.0014512+0.00070439i,-0.00017117+0.0031214i,0.0010789+0.00031259i,0.0042809-0.001369i,0.00046302+0.0013016i,-0.0013251+0.0019945i,-0.00064718+0.00011832i,0.002026+0.00092939i,-0.0016971-0.00014725i,0.0020636+0.002004i,0.0030606+0.001109i,0.0033513-0.0028197i,-0.0013496-0.00046302i,-0.034943-0.028456i,-0.0046724-0.004673i,0.00088312-9.5245e-05i,0.010967+0.005987i,-0.0023327-0.007717i,0.0013449-0.00244i,-0.00092992+0.012466i
-0.0069072+0.015368i,-0.025282+0.02235i,-0.0061669+0.021759i,-0.0054181+0.016769i,0.0046174+0.021333i,0.0056512+0.009305i,0.0069179+0.007564i,0.0050808+0.013738i,-0.0035517+0.01828i,0.00074148+0.0026076i,-0.0005111+0.0003166i,0.00136+0.00093657i,-0.00012527+0.0019891i,0.0024473-0.0022041i,0.00083294-0.00074015i,0.0014153+0.00083032i,0.0028616-0.00014618i,-0.00039363+0.0019857i,4.8896e-06+0.00060931i,0.0012783+0.0011191i,0.00036922+0.0011328i,0.0010304-0.00039181i,0.00045697+0.00070874i,0.003185+0.001982i,-0.00020282-0.00021049i,0.0002466+2.3544e-05i,0.00041451+0.0010917i,0.00013056+0.00098912i,-1.0192e-06+7.5e-05i,0.00040338+0.00039423i,-0.0017068-0.00091002i,0.00022181+0.00063953i,-0.00032443+0.00066241i,-0.0012155-0.00034376i,-0.00060743-9.8518e-05i,0.0040691-9.3264e-06i,0.00055918-0.00024935i,0.00084414+0.0003687i,0.00081843+9.3896e-05i,0.00088547-0.0010341i,0.00057293+0.00064807i,0.00081928-0.00021309i,0.00041218-0.00065034i,0.00050099-0.00020211i,-0.020502+0.0085649i,-0.034633-0.01701i,-0.026947-0.039832i,-0.033704-0.021844i,-0.04096-0.020853i,-0.028525-0.010155i,-0.025419-0.0047405i,-0.018555+0.010988i,-0.017143-0.024361i,-0.015217-0.016123i,0.0085054-0.0019632i,0.0049228-0.00019608i,0.0049114-0.0030093i,0.0022309-0.0045189i,-0.0026175-0.00040312i,0.0066806+0.0082131i,-2.0477e-05+0.00060329i,0.0051722+0.00093974i,-0.0048456-9.1285e-06i,-0.00021796+0.0013758i,0.0019785-0.00046746i,-0.0025209+0.00063354i,-0.0017539-0.002434i,0.0018921-0.0004914i,-0.0038815+0.00098137i,-0.0024896+0.0059637i,0.0008759+0.0037947i,0.00062255+0.0013827i,-0.00045844+0.0010654i,0.0014187+9.4478e-05i,-0.0018649+0.0038268i,-0.0028479-0.0024606i,0.0015391+0.00054424i,0.0012619+0.0028334i,0.0010518+0.00017169i,0.0035488-0.0023144i,0.0011063+0.0015501i,-0.00048851+0.0025262i,-0.00079256+0.00024173i,0.0013558+0.00065812i,-0.0016547+0.00053685i,0.0023469+0.0005217i,0.0034245+4.3255e-05i,0.0024286-0.0033626i,-0.0013877+0.00027873i,-0.037375-0.024257i,-0.0079804-0.00029636i,-0.0010339+0.0017276i,0.0089226+0.0030039i,-0.0032194-0.0064448i,0.00081952-0.0019358i,-9.7279e-05+0.013227i
-0.004727+0.015967i,-0.021301+0.024288i,-0.0035332+0.021294i,-0.0038529+0.016195i,0.0068064+0.019069i,0.0064463+0.0081564i,0.0069544+0.0057981i,0.0062794+0.012292i,-0.00095906+0.017579i,0.0014142+0.0022847i,-0.00027024+0.00051398i,0.0014017+0.00047893i,0.00053227+0.0017453i,0.0017416-0.0028201i,0.00057116-0.00098894i,0.0016753+0.00043776i,0.0030029-0.0013174i,0.00018859+0.0019571i,-3.61e-05+0.00039527i,0.0013337+0.00055422i,0.00091098+0.00114i,0.00074428-0.00059966i,0.0007699+0.00058814i,0.0036217+0.0011224i,-0.00031925-0.00023333i,2.8165e-05-0.00024118i,0.00071871+0.00076121i,0.00052339+0.00081784i,7.4375e-05-8.7985e-06i,0.00020662+0.00017314i,-0.0021358-0.0002027i,0.00047075+0.00054113i,-1.0185e-05+0.00077493i,-0.0012703+0.00021615i,-0.00061069+0.00019668i,0.004046-0.00096269i,0.00045381-0.000358i,0.00094706+1.8964e-05i,0.00079127-0.000113i,0.00097459-0.00099913i,0.00077741+0.00048175i,0.00047428-0.00026903i,0.00025169-0.00068096i,0.0001316-0.00047413i,-0.019513+0.011301i,-0.035661-0.012133i,-0.032407-0.035497i,-0.035065-0.017837i,-0.04294-0.014701i,-0.030337-0.0073436i,-0.025206-0.0036398i,-0.017155+0.010925i,-0.019476-0.023523i,-0.017464-0.015207i,0.0075248-0.002756i,0.0050774-0.0011198i,0.0048734-0.0045339i,0.00075393-0.0041219i,-0.0026172+0.00092882i,0.0091813+0.0057803i,0.00049196+0.00086578i,0.0048756-0.00069221i,-0.0045947+0.0012077i,0.00048214+0.00077353i,0.0019474-0.00099573i,-0.0024478+0.0012051i,-0.0027046-0.0024877i,0.0015521-0.0012509i,-0.0032372+0.0017513i,-0.0005376+0.006146i,0.0022887+0.0031495i,0.0013505+0.0014918i,2.7626e-05+0.0013915i,0.0010021-0.00034082i,-0.00032638+0.0040994i,-0.0031526-0.00071311i,0.0016403+0.00024993i,0.0021711+0.0020002i,0.00099805+0.00018846i,0.0025303-0.0029919i,0.0018189+0.0010939i,0.00057075+0.0026616i,-0.0009314+0.00072361i,0.00091866+0.00089259i,-0.0013115+0.0010344i,0.0017024-0.00060193i,0.0034063-0.0013021i,0.0012598-0.0035285i,-0.0010844+0.00081735i,-0.039503-0.020382i,-0.0088719+0.0041754i,-0.0018852+0.0038564i,0.0061323+0.0016705i,-0.003513-0.0051243i,0.00090157-0.0013099i,0.0013128+0.013751i
-0.0020948+0.016135i,-0.01753+0.025902i,-0.0011037+0.020535i,-0.0027053+0.015948i,0.0083492+0.016765i,0.0070089+0.0067961i,0.0067142+0.0043288i,0.0072351+0.010811i,0.0011374+0.016607i,0.0019594+0.0017184i,2.3731e-05+0.00039536i,0.0014229+0.00011955i,0.0010108+0.0012846i,0.00077735-0.0031834i,0.00022999-0.0011006i,0.0018216-4.9748e-05i,0.0026811-0.0026015i,0.00069226+0.0018487i,-1.0265e-05+0.00047283i,0.0013167+0.00018681i,0.0013779+0.00082559i,0.00034429-0.00063426i,0.00099917+0.00033193i,0.0036976-5.364e-05i,-0.00044589-0.00017221i,-0.00024583-6.3631e-05i,0.00086747+0.00039461i,0.00082682+0.00059481i,7.3644e-05-0.00020125i,-9.6537e-05+0.00011386i,-0.0022163+0.00067006i,0.00061067+0.00034402i,0.00031552+0.00066451i,-0.0011104+0.00067445i,-0.00057541+0.00046238i,0.0037474-0.0018919i,0.0004438-0.00053761i,0.00087456-0.00032188i,0.00079468-0.00041118i,0.0011215-0.0013465i,0.00090767+0.00023295i,0.00037809-0.00010164i,7.5143e-05-0.00069795i,6.502e-07-0.00034826i,-0.018371+0.014028i,-0.035706-0.0077748i,-0.036039-0.030345i,-0.036557-0.014277i,-0.04367-0.0085335i,-0.031309-0.003921i,-0.025357-0.0022068i,-0.016464+0.010813i,-0.022095-0.022283i,-0.019738-0.013619i,0.0069373-0.0032556i,0.0048277-0.0022285i,0.0037138-0.0063186i,-0.00049211-0.0033432i,-0.0021476+0.002104i,0.010602+0.0023043i,0.0010514+0.0009588i,0.0033855-0.0018241i,-0.0038635+0.002304i,0.00084529+8.2644e-05i,0.0019129-0.0016967i,-0.0022109+0.0018754i,-0.0039388-0.0020345i,0.00095945-0.0019231i,-0.0026396+0.0023667i,0.0011322+0.0058071i,0.0032642+0.001759i,0.0019719+0.0009646i,0.00055257+0.0014586i,0.00045907-0.0003637i,0.0010437+0.0037009i,-0.0026774+0.0007584i,0.0016005+2.2732e-05i,0.0025465+0.0011737i,0.0010062+0.00019329i,0.001097-0.0031582i,0.0023471+0.00034863i,0.0013565+0.0022894i,-0.0006805+0.0010015i,0.00088376+0.0012694i,-0.00093114+0.0016011i,0.00090447-0.0011274i,0.0027156-0.0027791i,0.00028-0.0030809i,-0.00065392+0.0011326i,-0.041234-0.016006i,-0.0084694+0.0081784i,-0.0017485+0.0062689i,0.0034575+0.0018045i,-0.0034063-0.0039543i,0.0014109-0.0010632i,0.0029512+0.013868i
0.00020755+0.015405i,-0.013876+0.027115i,0.00074567+0.019813i,-0.0014129+0.016084i,0.0093936+0.014699i,0.0072761+0.0055089i,0.006158+0.0032385i,0.00832+0.009201i,0.0030821+0.015659i,0.0023046+0.0010599i,4.9787e-05+0.00018196i,0.0013945-0.0002173i,0.0013334+0.00079818i,-0.00031478-0.0029809i,-6.6646e-05-0.0010573i,0.0018265-0.00056871i,0.0018352-0.0037653i,0.0011823+0.0015568i,7.7199e-05+0.00049957i,0.0012689-0.00013438i,0.0017504+0.0002809i,0.00012415-0.00042872i,0.0011083-2.7239e-05i,0.0033872-0.0011971i,-0.00048546-3.4532e-05i,-0.00022137+0.00025193i,0.00081056+7.3004e-06i,0.00098763+0.00019566i,-0.00015447-0.00030747i,-0.00017952+0.00032973i,-0.0018808+0.001553i,0.0006034+0.00014147i,0.00046319+0.00044374i,-0.00081419+0.0010936i,-0.00038369+0.00073663i,0.0032247-0.0026144i,0.00022993-0.00075453i,0.00071034-0.00062369i,0.00061719-0.00077335i,0.00088775-0.0020088i,0.00092494-8.0247e-05i,0.00051207-8.7253e-05i,-8.6217e-05-0.00059671i,-1.0814e-06-0.00026583i,-0.016389+0.016659i,-0.035579-0.0042008i,-0.038131-0.025085i,-0.03814-0.010086i,-0.043198-0.0027292i,-0.031833-0.00049303i,-0.025736-0.0004565i,-0.016165+0.011269i,-0.02423-0.020217i,-0.021235-0.011658i,0.0063387-0.0039769i,0.0040023-0.0032212i,0.0015619-0.0071615i,-0.0011249-0.0022243i,-0.0010577+0.0032639i,0.010246-0.0014217i,0.0016949+0.00073078i,0.0016749-0.0016094i,-0.0028908+0.0027938i,0.0007988-0.00097434i,0.0013167-0.0026323i,-0.0016186+0.0025013i,-0.0048537-0.00094091i,-2.0932e-05-0.0020674i,-0.0016998+0.0029226i,0.0024936+0.0051381i,0.0032428+0.00016056i,0.0023054+0.00026308i,0.0010258+0.0012611i,0.00034022+4.9794e-06i,0.0018736+0.0030252i,-0.0017609+0.0016644i,0.0017076-0.00011952i,0.002647+0.00050105i,0.0011836+7.6675e-05i,-4.2569e-05-0.0024887i,0.0024929-0.00065631i,0.0021496+0.0017272i,-0.00013236+0.00098182i,0.001295+0.0015377i,-7.6654e-05+0.0020514i,0.00029011-0.0011742i,0.0011814-0.0035329i,-0.00041399-0.0025838i,-0.00026647+0.0013855i,-0.042253-0.011867i,-0.0067821+0.011636i,-0.00037036+0.0082043i,0.0016127+0.0035069i,-0.0030128-0.003454i,0.0016987-0.0014182i,0.0046037+0.0136i
0.0018824+0.014441i,-0.01014+0.028198i,0.0026516+0.019351i,0.00036519+0.016153i,0.010271+0.012921i,0.0074426+0.0041888i,0.0056356+0.0024692i,0.0091318+0.0072221i,0.0049108+0.014452i,0.0022996+0.00038497i,-0.00013186+0.00019696i,0.0013469-0.00055717i,0.0015654+0.00015129i,-0.00094445-0.0023283i,-0.00023933-0.00096859i,0.0016224-0.0011132i,0.00047305-0.0043604i,0.0014965+0.0010972i,0.00012322+0.00047052i,0.0012371-0.00047512i,0.0017934-0.00051541i,8.6413e-05-0.00024184i,0.0009896-0.00039297i,0.002617-0.0019136i,-0.00044528+0.00018515i,0.00010848+0.00044232i,0.00060088-0.00025193i,0.00094833-0.00032257i,-0.00035341-0.00020206i,-8.1589e-05+0.00053615i,-0.0011069+0.002185i,0.00061074+3.7059e-05i,0.00050687+0.00024677i,-0.00027786+0.0013327i,9.7297e-05+0.00086916i,0.0025441-0.0032934i,-0.0001632-0.00081953i,0.00041361-0.00086427i,0.00016916-0.00098139i,8.8159e-05-0.0025686i,0.00084328-0.00035242i,0.00060822-0.00027963i,-1.115e-05-0.00042183i,-4.8522e-06-0.00017738i,-0.0139+0.018884i,-0.035401-0.00067362i,-0.039004-0.02054i,-0.038673-0.0053313i,-0.04135+0.0022558i,-0.031679+0.0034463i,-0.025948+0.0018036i,-0.015553+0.012465i,-0.025694-0.018342i,-0.022663-0.010201i,0.0058896-0.004918i,0.002817-0.0037063i,-0.00071519-0.0066326i,-0.0011431-0.0011318i,0.00080347+0.0036007i,0.0083559-0.0042058i,0.0019397-0.00010641i,0.00071894-0.0002359i,-0.0020564+0.0029025i,-8.0068e-05-0.0017049i,0.00033011-0.0031277i,-0.00072437+0.0028097i,-0.0052754+0.00059409i,-0.00077511-0.0017516i,-0.00061472+0.0030619i,0.0036135+0.0040883i,0.002668-0.00095815i,0.0024365-0.00055713i,0.0014076+0.00093644i,0.00031654+0.00020902i,0.0025476+0.0025717i,-0.00055334+0.0021043i,0.001905-0.00063337i,0.0026947-0.00021146i,0.0011041-0.00017574i,-0.00035899-0.0015959i,0.0020843-0.0016916i,0.0026098+0.0007203i,1.2034e-05+0.00071826i,0.001864+0.0013092i,0.00093427+0.0021811i,-0.00017956-0.00093593i,-0.00014492-0.0032621i,-0.0010428-0.0021379i,7.6963e-05+0.0016319i,-0.043487-0.0078397i,-0.0042048+0.013441i,0.001683+0.0086312i,0.0013345+0.0058506i,-0.0034176-0.0035302i,0.0016805-0.0017657i,0.0063221+0.012946i
0.0032916+0.013607i,-0.006082+0.028916i,0.0047764+0.018825i,0.0023908+0.015775i,0.011175+0.011048i,0.0073365+0.0027261i,0.0053305+0.0018933i,0.0093476+0.0050903i,0.0065754+0.013006i,0.0021048-7.4905e-05i,-0.00022487+0.0003531i,0.0012228-0.00093361i,0.0014825-0.00063147i,-0.0011966-0.0016912i,-0.00036132-0.00093009i,0.0012731-0.0015078i,-0.00094903-0.0041312i,0.0016332+0.00059145i,0.00014652+0.00064733i,0.0010964-0.00086004i,0.0013016-0.0012062i,0.00013463-0.00013261i,0.00074991-0.00058624i,0.0019123-0.0021342i,-0.00028327+0.00030287i,0.00052325+0.00028982i,0.00036864-0.0004376i,0.00059669-0.00074769i,-0.00036081+1.4502e-05i,0.00019996+0.00067254i,-0.00014612+0.0024051i,0.0007269-0.00013154i,0.00055616+7.8365e-05i,0.00029678+0.0012998i,0.00052392+0.00070361i,0.0016299-0.0038697i,-0.00044377-0.00065499i,7.1116e-05-0.00094443i,-0.00030674-0.00087272i,-0.0010619-0.0025518i,0.00065718-0.00057304i,0.00049764-0.00048428i,0.00016412-0.00049139i,8.9479e-05-0.00021619i,-0.010978+0.020526i,-0.034961+0.0029902i,-0.039476-0.016967i,-0.038397-0.00087931i,-0.039132+0.0061536i,-0.030164+0.0070335i,-0.025616+0.0046551i,-0.014216+0.013922i,-0.02691-0.016229i,-0.024495-0.0083604i,0.0052614-0.006176i,0.0016869-0.0034958i,-0.002334-0.0053731i,-0.00078552-0.00060555i,0.0023348+0.003028i,0.0058493-0.0056093i,0.0015294-0.00072631i,0.0008408+0.0011769i,-0.0015155+0.0028116i,-0.00098415-0.0015537i,-0.00080445-0.0032334i,0.00017215+0.0027016i,-0.004895+0.0022646i,-0.0011902-0.0011672i,0.00033226+0.0029568i,0.0043488+0.0031043i,0.001768-0.0017153i,0.0020922-0.0014677i,0.0013813+0.00023643i,0.00048388+0.00063217i,0.0032194+0.0019765i,0.00083001+0.0017206i,0.0016987-0.001351i,0.0026244-0.0010523i,0.00096641-0.00026177i,-0.00016072-0.00081966i,0.00083167-0.0026819i,0.0023486-9.1534e-05i,-0.00023899+0.00055258i,0.0023063+0.00076675i,0.0019873+0.0016985i,-0.00050079-0.00071375i,-0.00089765-0.0026948i,-0.0014947-0.0008863i,0.00059901+0.0017918i,-0.044396-0.0035547i,-0.002236+0.013824i,0.0027199+0.0079426i,0.0023945+0.007281i,-0.0043338-0.0027918i,0.0013921-0.0021284i,0.0077348+0.011573i
0.0047682+0.012783i,-0.0016797+0.028882i,0.0069826+0.017901i,0.0042917+0.014915i,0.01181+0.0089242i,0.0068168+0.001363i,0.0051087+0.001292i,0.0090624+0.0030518i,0.0079473+0.011275i,0.0018448-0.00035337i,-0.00029112+0.00058585i,0.00091818-0.0012997i,0.00098155-0.0012426i,-0.0011819-0.0011532i,-0.00055663-0.00079297i,0.00089338-0.0016704i,-0.0018906-0.0035654i,0.0015371+0.00019668i,0.00047014+0.00086812i,0.00084435-0.0011583i,0.00059326-0.0014166i,0.00024104-1.8273e-05i,0.00048259-0.00069877i,0.0014713-0.0022757i,3.1795e-05+0.00028589i,0.00080076-6.0511e-05i,0.00014109-0.0004574i,0.00011725-0.00087276i,-0.00028668+0.00010331i,0.00053422+0.00057055i,0.00075769+0.0021751i,0.00069877-0.00035199i,0.00054078-0.00011247i,0.00073071+0.0010009i,0.00071177+0.00041601i,0.00039227-0.0043004i,-0.00053961-0.0004038i,-0.00030048-0.00089588i,-0.00062693-0.0006485i,-0.0020401-0.0020114i,0.00041704-0.00075796i,0.00026678-0.00061901i,0.00013732-0.00068269i,0.00024954-0.0002832i,-0.0078197+0.021641i,-0.034145+0.0067528i,-0.040123-0.013623i,-0.037673+0.0035238i,-0.036947+0.0091965i,-0.027988+0.0098309i,-0.024315+0.0074458i,-0.012046+0.014722i,-0.027832-0.014458i,-0.026137-0.0056109i,0.0038171-0.0073141i,0.00084582-0.0030015i,-0.0031468-0.0036761i,-0.00052653-0.00035243i,0.0034817+0.0021392i,0.0034801-0.0057105i,0.00076502-0.00068402i,0.0018512+0.0022633i,-0.0012746+0.0028117i,-0.0011954-0.0010784i,-0.0018419-0.0030341i,0.0010668+0.0023421i,-0.0041911+0.003421i,-0.0014708-0.00064841i,0.0013479+0.0025899i,0.0048818+0.0020378i,0.00066386-0.0020862i,0.0011142-0.0020971i,0.00083618-0.00014597i,0.0011399+0.00062879i,0.003487+0.00098184i,0.0011764+0.00056672i,0.00099182-0.0018059i,0.0020105-0.0017972i,0.0010514-0.00028685i,0.00021307-0.00054029i,-0.00069785-0.0023351i,0.0019373-0.00049008i,-0.00042401+0.00080338i,0.0024325+0.0001664i,0.0026289+0.00064961i,-0.00054551-0.00065378i,-0.0013722-0.0021695i,-0.00094305+0.00027875i,0.001219+0.0018054i,-0.044429+0.001511i,-0.00085157+0.014656i,0.002872+0.0074724i,0.0036801+0.0078961i,-0.0050515-0.0012475i,0.00082597-0.0023831i,0.0084869+0.0099239i
